type_bien,quartier,surface_m2,prix_vente,prix_m2,url
Appartement,La Palasse,67.0,146000,2179.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/adapt-immo-75008153139?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Haute-ville,47.0,167000,3553.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag832778-515470727?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Champs-de-Mars,72.0,169000,2347.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag340369-515345597?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Saint-Roch,64.0,120000,1875.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-IMMOBILIERE-DU-CAP-BRUN-113781?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Maison,Les Ameniers,142.0,665000,4683.0,https://www.bienici.com/annonce/vente/toulon/maison/5pieces/immo-facile-60031206?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Les Quatre Chemins,45.0,159000,3533.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag440414-514829675?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Le Mourillon - La Mitre - Fort Lamalgue,82.0,432000,5268.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/apimo-86759449?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Saint-Roch,85.0,210000,2471.0,https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/century-21-202_2305_3557?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Porte d'Italie,74.0,160000,2162.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1602266?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Place d'Armes,305.0,750000,2459.0,https://www.bienici.com/annonce/vente/toulon/appartement/11pieces/hektor-centreville-390407?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Saint-Roch,56.0,128000,2286.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-atlasimmobilier-390481?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Maison,Pont de Suve,140.0,645750,4612.0,https://www.bienici.com/annonce/vente/toulon/maison/6pieces/hektor-centreville-390475?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Maison,Pont de Bois,68.0,265000,3897.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-2011259?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Brunet,67.0,155000,2313.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-fontpre-390184?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Maison,Valbertrand,328.0,840000,2561.0,https://www.bienici.com/annonce/vente/toulon/maison/16pieces/iad-france-2010227?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Saint-Roch,30.0,118000,3933.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-sixfours-390290?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Maison,Pont de Suve,100.0,320000,3200.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/ag440414-513552815?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Beaulieu,61.0,159900,2621.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-royal-immo-31219?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
